id,WKT
2404,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
2405,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
2406,"621438.19575585 5304365.89835116 0.0,621449.807772402 5304362.88478541 0.0,"
2407,"621449.807772402 5304362.88478541 0.0,621453.544184444 5304373.00368502 0.0,"
2408,"621453.544184444 5304373.00368502 0.0,621458.655325974 5304411.99375043 0.0,"
2409,"621458.655325974 5304411.99375043 0.0,621475.945822058 5304493.15806732 0.0,"
2410,"621475.945822058 5304493.15806732 0.0,621489.176513361 5304551.47677748 0.0,"
2411,"621489.176513361 5304551.47677748 0.0,621497.34518856 5304588.38531134 0.0,"
2412,"621497.34518856 5304588.38531134 0.0,621509.360260261 5304657.17469345 0.0,"
2413,"621509.360260261 5304657.17469345 0.0,621519.418041116 5304722.64286097 0.0,"
2414,"621519.418041116 5304722.64286097 0.0,621551.34634385 5304872.91907177 0.0,"
2415,"621551.34634385 5304872.91907177 0.0,621570.165942084 5304910.09651787 0.0,"
2416,"621570.165942084 5304910.09651787 0.0,621619.594684874 5304981.44218498 0.0,"
2417,"621619.594684874 5304981.44218498 0.0,621807.282715977 5305190.66502066 0.0,622008.66332019 5305240.76137449 0.0,"
2418,"622008.66332019 5305240.76137449 0.0,622057.683541531 5305255.70749879 0.0,"
2419,"622057.683541531 5305255.70749879 0.0,622080.726444431 5305264.83420029 0.0,"
2420,"622080.726444431 5305264.83420029 0.0,622137.198886244 5305294.43767936 0.0,"
2421,"622137.198886244 5305294.43767936 0.0,622178.218872672 5305324.10377974 0.0,"
2422,"622178.218872672 5305324.10377974 0.0,622260.199072755 5305425.38727819 0.0,"
2423,"622494.467088938 5304854.46114713 0.0,622445.348094834 5304825.01026124 0.0,"
2424,"622445.348094834 5304825.01026124 0.0,622422.442575704 5304811.45974589 0.0,"
2425,"622422.442575704 5304811.45974589 0.0,622397.68360932 5304796.78037528 0.0,"
2426,"622397.68360932 5304796.78037528 0.0,622334.566836437 5304762.18586531 0.0,"
2427,"622334.566836437 5304762.18586531 0.0,622306.34521946 5304751.35849877 0.0,"
2428,"622306.34521946 5304751.35849877 0.0,622175.471644851 5304716.80948544 0.0,"
2429,"622175.471644851 5304716.80948544 0.0,622043.236940093 5304658.48480132 0.0,"
2430,"622043.236940093 5304658.48480132 0.0,621967.884362075 5304621.93460698 0.0,"
2431,"621967.884362075 5304621.93460698 0.0,621871.523663691 5304540.62213211 0.0,"
2432,"621871.523663691 5304540.62213211 0.0,621732.439979722 5304421.20673976 0.0,"
2433,"621732.439979722 5304421.20673976 0.0,621707.605510768 5304413.50039202 0.0,"
2434,"621707.605510768 5304413.50039202 0.0,621657.709487784 5304403.53147299 0.0,"
2435,"621657.709487784 5304403.53147299 0.0,621650.182299571 5304401.88294323 0.0,"
2436,"621650.182299571 5304401.88294323 0.0,621500.046466163 5304373.6596489 0.0,"
2437,"621500.046466163 5304373.6596489 0.0,621453.544184444 5304373.00368502 0.0,"
2438,"621453.544184444 5304373.00368502 0.0,621443.337948576 5304378.17050808 0.0,"
2439,"621443.337948576 5304378.17050808 0.0,621438.19575585 5304365.89835116 0.0,"
2440,"621438.19575585 5304365.89835116 0.0,621429.919684235 5304313.07664324 0.0,"
2441,"621429.919684235 5304313.07664324 0.0,621428.656788466 5304269.27526913 0.0,"
2442,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
2443,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
2444,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
2445,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
2446,"622494.467088938 5304854.46114713 0.0,622445.348094834 5304825.01026124 0.0,"
2447,"622445.348094834 5304825.01026124 0.0,622422.442575704 5304811.45974589 0.0,"
2448,"622422.442575704 5304811.45974589 0.0,622397.68360932 5304796.78037528 0.0,"
2449,"622397.68360932 5304796.78037528 0.0,622334.566836437 5304762.18586531 0.0,"
2450,"622334.566836437 5304762.18586531 0.0,622306.34521946 5304751.35849877 0.0,"
2451,"622306.34521946 5304751.35849877 0.0,622175.471644851 5304716.80948544 0.0,"
2452,"622175.471644851 5304716.80948544 0.0,622043.236940093 5304658.48480132 0.0,"
2453,"622043.236940093 5304658.48480132 0.0,621967.884362075 5304621.93460698 0.0,"
2454,"621967.884362075 5304621.93460698 0.0,621871.523663691 5304540.62213211 0.0,"
2455,"621871.523663691 5304540.62213211 0.0,621732.439979722 5304421.20673976 0.0,"
2456,"621732.439979722 5304421.20673976 0.0,621707.605510768 5304413.50039202 0.0,"
2457,"621707.605510768 5304413.50039202 0.0,621657.709487784 5304403.53147299 0.0,"
2458,"621657.709487784 5304403.53147299 0.0,621650.182299571 5304401.88294323 0.0,"
2459,"621650.182299571 5304401.88294323 0.0,621500.046466163 5304373.6596489 0.0,"
2460,"621500.046466163 5304373.6596489 0.0,621453.544184444 5304373.00368502 0.0,"
2461,"621453.544184444 5304373.00368502 0.0,621443.337948576 5304378.17050808 0.0,"
2462,"621443.337948576 5304378.17050808 0.0,621419.261116454 5304397.36667922 0.0,"
2463,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
2464,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
2465,"621304.921273199 5304469.21468795 0.0,621278.024495154 5304478.13397591 0.0,"
2466,"621278.024495154 5304478.13397591 0.0,621257.956772572 5304482.77152316 0.0,"
2467,"621257.956772572 5304482.77152316 0.0,621179.875225694 5304482.91112438 0.0,"
2468,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
2469,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
2470,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
2471,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
2472,"621201.278943246 5304451.327118 0.0,621222.860532924 5304450.82399951 0.0,"
2473,"621222.860532924 5304450.82399951 0.0,621224.651092022 5304450.6836944 0.0,"
2474,"621224.651092022 5304450.6836944 0.0,621228.277068087 5304450.40402775 0.0,"
2475,"621228.277068087 5304450.40402775 0.0,621251.116991374 5304448.74884219 0.0,"
2476,"621251.116991374 5304448.74884219 0.0,621255.154164894 5304448.47782807 0.0,"
2477,"621255.154164894 5304448.47782807 0.0,621277.51610473 5304447.50207424 0.0,"
2478,"621277.51610473 5304447.50207424 0.0,621285.213183346 5304449.96535961 0.0,"
2479,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
2480,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
2481,"621438.19575585 5304365.89835116 0.0,621429.919684235 5304313.07664324 0.0,"
2482,"621429.919684235 5304313.07664324 0.0,621428.656788466 5304269.27526913 0.0,"
2483,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
2484,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
2485,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
2486,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
2487,"622178.218872672 5305324.10377974 0.0,622260.199072755 5305425.38727819 0.0,"
2488,"622137.198886244 5305294.43767936 0.0,622178.218872672 5305324.10377974 0.0,"
2489,"622137.198886244 5305294.43767936 0.0,621943.63919894 5305632.48431056 0.0,"
2490,"621943.63919894 5305632.48431056 0.0,621932.942490179 5305629.08942397 0.0,"
2491,"621932.942490179 5305629.08942397 0.0,621740.097242012 5305545.80748422 0.0,"
2492,"621740.097242012 5305545.80748422 0.0,621560.108651582 5305425.63263704 0.0,"
2493,"621529.532761407 5305595.60758338 0.0,621560.108651582 5305425.63263704 0.0,"
2494,"621485.296724695 5305632.34694039 0.0,621529.532761407 5305595.60758338 0.0,"
2495,"621455.663015898 5305645.05473515 0.0,621485.296724695 5305632.34694039 0.0,"
2496,"621378.483307887 5305626.87505589 0.0,621455.663015898 5305645.05473515 0.0,"
2497,"621389.829071077 5305402.44629418 0.0,621368.351204132 5305615.46529549 0.0,621378.483307887 5305626.87505589 0.0,"
2498,"621389.829071077 5305402.44629418 0.0,621178.588286921 5305419.2109922 0.0,621130.998336695 5305698.46206257 0.0,"
2499,"621130.998336695 5305698.46206257 0.0,621133.722639298 5305725.07101029 0.0,"
2500,"621133.722639298 5305725.07101029 0.0,621159.511744583 5305791.42474361 0.0,621221.001370977 5305815.65417804 0.0,"
2501,"621221.001370977 5305815.65417804 0.0,621518.439152649 5305984.64528254 0.0,"
2502,"621518.439152649 5305984.64528254 0.0,621616.764129744 5306050.89476946 0.0,"
2503,"621616.764129744 5306050.89476946 0.0,621623.297464866 5306055.60232263 0.0,"
2504,"621623.297464866 5306055.60232263 0.0,621932.942490179 5305629.08942397 0.0,"
2505,"621932.942490179 5305629.08942397 0.0,622078.397096067 5305272.77941657 0.0,"
2506,"622078.397096067 5305272.77941657 0.0,622080.726444431 5305264.83420029 0.0,"
2507,"622057.683541531 5305255.70749879 0.0,622080.726444431 5305264.83420029 0.0,"
2508,"622008.66332019 5305240.76137449 0.0,622057.683541531 5305255.70749879 0.0,"
2509,"621619.594684874 5304981.44218498 0.0,621807.282715977 5305190.66502066 0.0,622008.66332019 5305240.76137449 0.0,"
2510,"621570.165942084 5304910.09651787 0.0,621619.594684874 5304981.44218498 0.0,"
2511,"621551.34634385 5304872.91907177 0.0,621570.165942084 5304910.09651787 0.0,"
2512,"621519.418041116 5304722.64286097 0.0,621551.34634385 5304872.91907177 0.0,"
2513,"621509.360260261 5304657.17469345 0.0,621519.418041116 5304722.64286097 0.0,"
2514,"621497.34518856 5304588.38531134 0.0,621509.360260261 5304657.17469345 0.0,"
2515,"621489.176513361 5304551.47677748 0.0,621497.34518856 5304588.38531134 0.0,"
2516,"621475.945822058 5304493.15806732 0.0,621489.176513361 5304551.47677748 0.0,"
2517,"621458.655325974 5304411.99375043 0.0,621475.945822058 5304493.15806732 0.0,"
2518,"621458.655325974 5304411.99375043 0.0,621435.690841875 5304395.73307237 0.0,621419.261116454 5304397.36667922 0.0,"
2519,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
2520,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
2521,"621304.921273199 5304469.21468795 0.0,621278.024495154 5304478.13397591 0.0,"
2522,"621278.024495154 5304478.13397591 0.0,621257.956772572 5304482.77152316 0.0,"
2523,"621257.956772572 5304482.77152316 0.0,621179.875225694 5304482.91112438 0.0,"
2524,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
2525,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
2526,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
2527,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
2528,"621201.278943246 5304451.327118 0.0,621222.860532924 5304450.82399951 0.0,"
2529,"621222.860532924 5304450.82399951 0.0,621224.651092022 5304450.6836944 0.0,"
2530,"621224.651092022 5304450.6836944 0.0,621228.277068087 5304450.40402775 0.0,"
2531,"621228.277068087 5304450.40402775 0.0,621251.116991374 5304448.74884219 0.0,"
2532,"621251.116991374 5304448.74884219 0.0,621255.154164894 5304448.47782807 0.0,"
2533,"621255.154164894 5304448.47782807 0.0,621277.51610473 5304447.50207424 0.0,"
2534,"621277.51610473 5304447.50207424 0.0,621285.213183346 5304449.96535961 0.0,"
2535,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
2536,"621301.01529988 5304459.68162518 0.0,621304.921273199 5304469.21468795 0.0,"
2537,"621304.921273199 5304469.21468795 0.0,621278.024495154 5304478.13397591 0.0,"
2538,"621278.024495154 5304478.13397591 0.0,621257.956772572 5304482.77152316 0.0,"
2539,"621257.956772572 5304482.77152316 0.0,621179.875225694 5304482.91112438 0.0,"
2540,"621179.875225694 5304482.91112438 0.0,621067.476331428 5304483.47728413 0.0,"
2541,"621067.476331428 5304483.47728413 0.0,621046.723318274 5304479.07272121 0.0,"
2542,"620893.991622828 5304435.15552372 0.0,621046.723318274 5304479.07272121 0.0,"
2543,"620862.997382096 5304437.60874347 0.0,620893.991622828 5304435.15552372 0.0,"
2544,"620813.212543177 5304442.30404534 0.0,620862.997382096 5304437.60874347 0.0,"
2545,"620788.023130716 5304446.15779671 0.0,620813.212543177 5304442.30404534 0.0,"
2546,"620788.023130716 5304446.15779671 0.0,620762.802307079 5304448.65450852 0.0,"
2547,"620762.802307079 5304448.65450852 0.0,620752.219159279 5304445.77576351 0.0,620750.598481883 5304443.87391244 0.0,"
2548,"620743.959098473 5304448.04914095 0.0,620750.598481883 5304443.87391244 0.0,"
2549,"620570.007768494 5304491.75751193 0.0,620743.959098473 5304448.04914095 0.0,"
2550,"620570.007768494 5304491.75751193 0.0,620471.522583162 5304497.65151999 0.0,"
2551,"622178.218872672 5305324.10377974 0.0,622260.199072755 5305425.38727819 0.0,"
2552,"622137.198886244 5305294.43767936 0.0,622178.218872672 5305324.10377974 0.0,"
2553,"622080.726444431 5305264.83420029 0.0,622137.198886244 5305294.43767936 0.0,"
2554,"622057.683541531 5305255.70749879 0.0,622080.726444431 5305264.83420029 0.0,"
2555,"622008.66332019 5305240.76137449 0.0,622057.683541531 5305255.70749879 0.0,"
2556,"621619.594684874 5304981.44218498 0.0,621807.282715977 5305190.66502066 0.0,622008.66332019 5305240.76137449 0.0,"
2557,"621570.165942084 5304910.09651787 0.0,621619.594684874 5304981.44218498 0.0,"
2558,"621551.34634385 5304872.91907177 0.0,621570.165942084 5304910.09651787 0.0,"
2559,"621519.418041116 5304722.64286097 0.0,621551.34634385 5304872.91907177 0.0,"
2560,"621509.360260261 5304657.17469345 0.0,621519.418041116 5304722.64286097 0.0,"
2561,"621497.34518856 5304588.38531134 0.0,621509.360260261 5304657.17469345 0.0,"
2562,"621489.176513361 5304551.47677748 0.0,621497.34518856 5304588.38531134 0.0,"
2563,"621475.945822058 5304493.15806732 0.0,621489.176513361 5304551.47677748 0.0,"
2564,"621458.655325974 5304411.99375043 0.0,621475.945822058 5304493.15806732 0.0,"
2565,"621458.655325974 5304411.99375043 0.0,621435.690841875 5304395.73307237 0.0,621419.261116454 5304397.36667922 0.0,"
2566,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
2567,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
2568,"621304.921273199 5304469.21468795 0.0,621278.024495154 5304478.13397591 0.0,"
2569,"621278.024495154 5304478.13397591 0.0,621257.956772572 5304482.77152316 0.0,"
2570,"621257.956772572 5304482.77152316 0.0,621179.875225694 5304482.91112438 0.0,"
2571,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
2572,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
2573,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
2574,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
2575,"621201.278943246 5304451.327118 0.0,621222.860532924 5304450.82399951 0.0,"
2576,"621222.860532924 5304450.82399951 0.0,621224.651092022 5304450.6836944 0.0,"
2577,"621224.651092022 5304450.6836944 0.0,621228.277068087 5304450.40402775 0.0,"
2578,"621228.277068087 5304450.40402775 0.0,621251.116991374 5304448.74884219 0.0,"
2579,"621251.116991374 5304448.74884219 0.0,621255.154164894 5304448.47782807 0.0,"
2580,"621255.154164894 5304448.47782807 0.0,621277.51610473 5304447.50207424 0.0,"
2581,"621277.51610473 5304447.50207424 0.0,621285.213183346 5304449.96535961 0.0,"
2582,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
2583,"621301.01529988 5304459.68162518 0.0,621304.921273199 5304469.21468795 0.0,"
2584,"621304.921273199 5304469.21468795 0.0,621278.024495154 5304478.13397591 0.0,"
2585,"621278.024495154 5304478.13397591 0.0,621257.956772572 5304482.77152316 0.0,"
2586,"621257.956772572 5304482.77152316 0.0,621179.875225694 5304482.91112438 0.0,"
2587,"621179.875225694 5304482.91112438 0.0,621067.476331428 5304483.47728413 0.0,"
2588,"621067.476331428 5304483.47728413 0.0,621046.723318274 5304479.07272121 0.0,"
2589,"620893.991622828 5304435.15552372 0.0,621046.723318274 5304479.07272121 0.0,"
2590,"620862.997382096 5304437.60874347 0.0,620893.991622828 5304435.15552372 0.0,"
2591,"620813.212543177 5304442.30404534 0.0,620862.997382096 5304437.60874347 0.0,"
2592,"620788.023130716 5304446.15779671 0.0,620813.212543177 5304442.30404534 0.0,"
2593,"620788.023130716 5304446.15779671 0.0,620762.802307079 5304448.65450852 0.0,"
2594,"620762.802307079 5304448.65450852 0.0,620752.219159279 5304445.77576351 0.0,620750.598481883 5304443.87391244 0.0,"
2595,"620743.959098473 5304448.04914095 0.0,620750.598481883 5304443.87391244 0.0,"
2596,"620570.007768494 5304491.75751193 0.0,620743.959098473 5304448.04914095 0.0,"
2597,"620570.007768494 5304491.75751193 0.0,620471.522583162 5304497.65151999 0.0,"
2598,"622178.218872672 5305324.10377974 0.0,622260.199072755 5305425.38727819 0.0,"
2599,"622137.198886244 5305294.43767936 0.0,622178.218872672 5305324.10377974 0.0,"
2600,"622080.726444431 5305264.83420029 0.0,622137.198886244 5305294.43767936 0.0,"
2601,"622057.683541531 5305255.70749879 0.0,622080.726444431 5305264.83420029 0.0,"
2602,"622008.66332019 5305240.76137449 0.0,622057.683541531 5305255.70749879 0.0,"
2603,"621619.594684874 5304981.44218498 0.0,621807.282715977 5305190.66502066 0.0,622008.66332019 5305240.76137449 0.0,"
2604,"621570.165942084 5304910.09651787 0.0,621619.594684874 5304981.44218498 0.0,"
2605,"621551.34634385 5304872.91907177 0.0,621570.165942084 5304910.09651787 0.0,"
2606,"621519.418041116 5304722.64286097 0.0,621551.34634385 5304872.91907177 0.0,"
2607,"621509.360260261 5304657.17469345 0.0,621519.418041116 5304722.64286097 0.0,"
2608,"621497.34518856 5304588.38531134 0.0,621509.360260261 5304657.17469345 0.0,"
2609,"621489.176513361 5304551.47677748 0.0,621497.34518856 5304588.38531134 0.0,"
2610,"621475.945822058 5304493.15806732 0.0,621489.176513361 5304551.47677748 0.0,"
2611,"621458.655325974 5304411.99375043 0.0,621475.945822058 5304493.15806732 0.0,"
2612,"621458.655325974 5304411.99375043 0.0,621443.337948576 5304378.17050808 0.0,"
2613,"621443.337948576 5304378.17050808 0.0,621438.19575585 5304365.89835116 0.0,"
2614,"621438.19575585 5304365.89835116 0.0,621429.919684235 5304313.07664324 0.0,"
2615,"621429.919684235 5304313.07664324 0.0,621428.656788466 5304269.27526913 0.0,"
2616,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
2617,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
2618,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
2619,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
2620,"621378.483307887 5305626.87505589 0.0,621455.663015898 5305645.05473515 0.0,"
2621,"621389.829071077 5305402.44629418 0.0,621368.351204132 5305615.46529549 0.0,621378.483307887 5305626.87505589 0.0,"
2622,"621560.108651582 5305425.63263704 0.0,621389.829071077 5305402.44629418 0.0,"
2623,"621740.097242012 5305545.80748422 0.0,621560.108651582 5305425.63263704 0.0,"
2624,"621932.942490179 5305629.08942397 0.0,621740.097242012 5305545.80748422 0.0,"
2625,"621932.942490179 5305629.08942397 0.0,622078.397096067 5305272.77941657 0.0,"
2626,"622078.397096067 5305272.77941657 0.0,622080.726444431 5305264.83420029 0.0,"
2627,"622080.726444431 5305264.83420029 0.0,622137.198886244 5305294.43767936 0.0,"
2628,"622137.198886244 5305294.43767936 0.0,622178.218872672 5305324.10377974 0.0,"
2629,"622178.218872672 5305324.10377974 0.0,622260.199072755 5305425.38727819 0.0,"
2630,"620471.522583162 5304497.65151999 0.0,620439.788991157 5304493.98736492 0.0,"
2631,"620570.007768494 5304491.75751193 0.0,620471.522583162 5304497.65151999 0.0,"
2632,"620570.007768494 5304491.75751193 0.0,620743.959098473 5304448.04914095 0.0,"
2633,"620743.959098473 5304448.04914095 0.0,620750.598481883 5304443.87391244 0.0,"
2634,"620750.598481883 5304443.87391244 0.0,620749.131835823 5304433.89193173 0.0,620752.668703851 5304428.57329702 0.0,"
2635,"620752.668703851 5304428.57329702 0.0,620763.777025496 5304426.37062585 0.0,620771.368814622 5304434.23474192 0.0,620771.610233871 5304439.49897478 0.0,"
2636,"620771.610233871 5304439.49897478 0.0,620788.023130716 5304446.15779671 0.0,"
2637,"620788.023130716 5304446.15779671 0.0,620813.212543177 5304442.30404534 0.0,"
2638,"620813.212543177 5304442.30404534 0.0,620862.997382096 5304437.60874347 0.0,"
2639,"620862.997382096 5304437.60874347 0.0,620893.991622828 5304435.15552372 0.0,"
2640,"620893.991622828 5304435.15552372 0.0,621046.723318274 5304479.07272121 0.0,"
2641,"621046.723318274 5304479.07272121 0.0,621067.971761649 5304476.97205524 0.0,"
2642,"621067.971761649 5304476.97205524 0.0,621179.948477492 5304472.29419811 0.0,"
2643,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
2644,"621204.823764518 5304473.08321793 0.0,621283.344579633 5304465.57028157 0.0,"
2645,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
2646,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
2647,"621438.19575585 5304365.89835116 0.0,621449.807772402 5304362.88478541 0.0,"
2648,"621449.807772402 5304362.88478541 0.0,621453.544184444 5304373.00368502 0.0,"
2649,"621453.544184444 5304373.00368502 0.0,621458.655325974 5304411.99375043 0.0,"
2650,"621458.655325974 5304411.99375043 0.0,621475.945822058 5304493.15806732 0.0,"
2651,"621475.945822058 5304493.15806732 0.0,621489.176513361 5304551.47677748 0.0,"
2652,"621489.176513361 5304551.47677748 0.0,621497.34518856 5304588.38531134 0.0,"
2653,"621497.34518856 5304588.38531134 0.0,621509.360260261 5304657.17469345 0.0,"
2654,"621509.360260261 5304657.17469345 0.0,621519.418041116 5304722.64286097 0.0,"
2655,"621519.418041116 5304722.64286097 0.0,621551.34634385 5304872.91907177 0.0,"
2656,"621551.34634385 5304872.91907177 0.0,621570.165942084 5304910.09651787 0.0,"
2657,"621570.165942084 5304910.09651787 0.0,621619.594684874 5304981.44218498 0.0,"
2658,"621619.594684874 5304981.44218498 0.0,621807.282715977 5305190.66502066 0.0,622008.66332019 5305240.76137449 0.0,"
2659,"622008.66332019 5305240.76137449 0.0,622057.683541531 5305255.70749879 0.0,"
2660,"622057.683541531 5305255.70749879 0.0,622080.726444431 5305264.83420029 0.0,"
2661,"622080.726444431 5305264.83420029 0.0,622137.198886244 5305294.43767936 0.0,"
2662,"622137.198886244 5305294.43767936 0.0,622178.218872672 5305324.10377974 0.0,"
2663,"622178.218872672 5305324.10377974 0.0,622260.199072755 5305425.38727819 0.0,"
2664,"620756.158058499 5304099.36374962 0.0,620458.700192453 5303090.99620063 0.0,"
2665,"620727.751134674 5304152.929264 0.0,620756.158058499 5304099.36374962 0.0,"
2666,"620725.412244117 5304156.03809182 0.0,620727.751134674 5304152.929264 0.0,"
2667,"620752.668703851 5304428.57329702 0.0,620772.051964239 5304237.09086523 0.0,620725.412244117 5304156.03809182 0.0,"
2668,"620752.668703851 5304428.57329702 0.0,620763.777025496 5304426.37062585 0.0,620771.368814622 5304434.23474192 0.0,620771.610233871 5304439.49897478 0.0,"
2669,"620771.610233871 5304439.49897478 0.0,620788.023130716 5304446.15779671 0.0,"
2670,"620788.023130716 5304446.15779671 0.0,620813.212543177 5304442.30404534 0.0,"
2671,"620813.212543177 5304442.30404534 0.0,620862.997382096 5304437.60874347 0.0,"
2672,"620862.997382096 5304437.60874347 0.0,620893.991622828 5304435.15552372 0.0,"
2673,"620893.991622828 5304435.15552372 0.0,621046.723318274 5304479.07272121 0.0,"
2674,"621046.723318274 5304479.07272121 0.0,621067.971761649 5304476.97205524 0.0,"
2675,"621067.971761649 5304476.97205524 0.0,621179.948477492 5304472.29419811 0.0,"
2676,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
2677,"621204.823764518 5304473.08321793 0.0,621283.344579633 5304465.57028157 0.0,"
2678,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
2679,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
2680,"621277.51610473 5304447.50207424 0.0,621285.213183346 5304449.96535961 0.0,"
2681,"621254.977856131 5304440.84661805 0.0,621277.51610473 5304447.50207424 0.0,"
2682,"621228.382678888 5304441.09979869 0.0,621254.977856131 5304440.84661805 0.0,"
2683,"621224.336850288 5304441.07044198 0.0,621228.382678888 5304441.09979869 0.0,"
2684,"621223.184338019 5304441.10183712 0.0,621224.336850288 5304441.07044198 0.0,"
2685,"621200.650762689 5304445.26529745 0.0,621223.184338019 5304441.10183712 0.0,"
2686,"621190.905833636 5304449.85294061 0.0,621200.650762689 5304445.26529745 0.0,"
2687,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
2688,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
2689,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
2690,"621204.823764518 5304473.08321793 0.0,621283.344579633 5304465.57028157 0.0,"
2691,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
2692,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
2693,"621438.19575585 5304365.89835116 0.0,621429.919684235 5304313.07664324 0.0,"
2694,"621429.919684235 5304313.07664324 0.0,621428.656788466 5304269.27526913 0.0,"
2695,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
2696,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
2697,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
2698,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
2699,"621378.483307887 5305626.87505589 0.0,621455.663015898 5305645.05473515 0.0,"
2700,"621389.829071077 5305402.44629418 0.0,621368.351204132 5305615.46529549 0.0,621378.483307887 5305626.87505589 0.0,"
2701,"621560.108651582 5305425.63263704 0.0,621389.829071077 5305402.44629418 0.0,"
2702,"621740.097242012 5305545.80748422 0.0,621560.108651582 5305425.63263704 0.0,"
2703,"621932.942490179 5305629.08942397 0.0,621740.097242012 5305545.80748422 0.0,"
2704,"621932.942490179 5305629.08942397 0.0,622078.397096067 5305272.77941657 0.0,"
2705,"622078.397096067 5305272.77941657 0.0,622080.726444431 5305264.83420029 0.0,"
2706,"622057.683541531 5305255.70749879 0.0,622080.726444431 5305264.83420029 0.0,"
2707,"622008.66332019 5305240.76137449 0.0,622057.683541531 5305255.70749879 0.0,"
2708,"621619.594684874 5304981.44218498 0.0,621807.282715977 5305190.66502066 0.0,622008.66332019 5305240.76137449 0.0,"
2709,"621570.165942084 5304910.09651787 0.0,621619.594684874 5304981.44218498 0.0,"
2710,"621551.34634385 5304872.91907177 0.0,621570.165942084 5304910.09651787 0.0,"
2711,"621519.418041116 5304722.64286097 0.0,621551.34634385 5304872.91907177 0.0,"
2712,"621509.360260261 5304657.17469345 0.0,621519.418041116 5304722.64286097 0.0,"
