id,WKT
990,"620862.997382096 5304437.60874347 0.0,620893.991622828 5304435.15552372 0.0,"
991,"620893.991622828 5304435.15552372 0.0,621046.723318274 5304479.07272121 0.0,"
992,"621046.723318274 5304479.07272121 0.0,621067.971761649 5304476.97205524 0.0,"
993,"621067.971761649 5304476.97205524 0.0,621179.948477492 5304472.29419811 0.0,"
994,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
995,"621204.823764518 5304473.08321793 0.0,621215.687031857 5304467.24041558 0.0,621225.247270007 5304467.53009551 0.0,"
996,"621225.247270007 5304467.53009551 0.0,621229.572967959 5304467.40966681 0.0,"
997,"621229.572967959 5304467.40966681 0.0,621251.560788464 5304466.79288069 0.0,"
998,"621251.560788464 5304466.79288069 0.0,621255.542114529 5304466.68747665 0.0,"
999,"621255.542114529 5304466.68747665 0.0,621283.344579633 5304465.57028157 0.0,"
1000,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
1001,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
1002,"621438.19575585 5304365.89835116 0.0,621429.919684235 5304313.07664324 0.0,"
1003,"621429.919684235 5304313.07664324 0.0,621428.656788466 5304269.27526913 0.0,"
1004,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
1005,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
1006,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
1007,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
1008,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
1009,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
1010,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
1011,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
1012,"621428.656788466 5304269.27526913 0.0,621449.807772402 5304362.88478541 0.0,"
1013,"621449.807772402 5304362.88478541 0.0,621453.544184444 5304373.00368502 0.0,"
1014,"621453.544184444 5304373.00368502 0.0,621443.337948576 5304378.17050808 0.0,"
1015,"621443.337948576 5304378.17050808 0.0,621419.261116454 5304397.36667922 0.0,"
1016,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
1017,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
1018,"621304.921273199 5304469.21468795 0.0,621278.024495154 5304478.13397591 0.0,"
1019,"621278.024495154 5304478.13397591 0.0,621257.956772572 5304482.77152316 0.0,"
1020,"621257.956772572 5304482.77152316 0.0,621179.875225694 5304482.91112438 0.0,"
1021,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
1022,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
1023,"621204.823764518 5304473.08321793 0.0,621215.687031857 5304467.24041558 0.0,621225.247270007 5304467.53009551 0.0,"
1024,"621225.247270007 5304467.53009551 0.0,621229.572967959 5304467.40966681 0.0,"
1025,"621229.572967959 5304467.40966681 0.0,621251.560788464 5304466.79288069 0.0,"
1026,"621251.560788464 5304466.79288069 0.0,621255.542114529 5304466.68747665 0.0,"
1027,"621255.542114529 5304466.68747665 0.0,621283.344579633 5304465.57028157 0.0,"
1028,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
1029,"621301.01529988 5304459.68162518 0.0,621438.19575585 5304365.89835116 0.0,"
1030,"621438.19575585 5304365.89835116 0.0,621449.807772402 5304362.88478541 0.0,"
1031,"621449.807772402 5304362.88478541 0.0,621500.046466163 5304373.6596489 0.0,"
1032,"621650.182299571 5304401.88294323 0.0,621500.046466163 5304373.6596489 0.0,"
1033,"621657.709487784 5304403.53147299 0.0,621650.182299571 5304401.88294323 0.0,"
1034,"621707.605510768 5304413.50039202 0.0,621657.709487784 5304403.53147299 0.0,"
1035,"621732.439979722 5304421.20673976 0.0,621707.605510768 5304413.50039202 0.0,"
1036,"621871.523663691 5304540.62213211 0.0,621732.439979722 5304421.20673976 0.0,"
1037,"621967.884362075 5304621.93460698 0.0,621871.523663691 5304540.62213211 0.0,"
1038,"622043.236940093 5304658.48480132 0.0,621967.884362075 5304621.93460698 0.0,"
1039,"622175.471644851 5304716.80948544 0.0,622043.236940093 5304658.48480132 0.0,"
1040,"622306.34521946 5304751.35849877 0.0,622175.471644851 5304716.80948544 0.0,"
1041,"622334.566836437 5304762.18586531 0.0,622306.34521946 5304751.35849877 0.0,"
1042,"622397.68360932 5304796.78037528 0.0,622334.566836437 5304762.18586531 0.0,"
1043,"622422.442575704 5304811.45974589 0.0,622397.68360932 5304796.78037528 0.0,"
1044,"622445.348094834 5304825.01026124 0.0,622422.442575704 5304811.45974589 0.0,"
1045,"622494.467088938 5304854.46114713 0.0,622445.348094834 5304825.01026124 0.0,"
1046,"621414.566747067 5304118.71919777 0.0,621411.074550845 5304088.08013013 0.0,"
1047,"621414.566747067 5304118.71919777 0.0,621420.802504504 5304164.01497684 0.0,"
1048,"621420.802504504 5304164.01497684 0.0,621426.462884531 5304213.19025764 0.0,"
1049,"621426.462884531 5304213.19025764 0.0,621428.656788466 5304269.27526913 0.0,"
1050,"621428.656788466 5304269.27526913 0.0,621449.807772402 5304362.88478541 0.0,"
1051,"621449.807772402 5304362.88478541 0.0,621453.544184444 5304373.00368502 0.0,"
1052,"621453.544184444 5304373.00368502 0.0,621443.337948576 5304378.17050808 0.0,"
1053,"621443.337948576 5304378.17050808 0.0,621419.261116454 5304397.36667922 0.0,"
1054,"621419.261116454 5304397.36667922 0.0,621350.145651138 5304447.71616843 0.0,"
1055,"621350.145651138 5304447.71616843 0.0,621304.921273199 5304469.21468795 0.0,"
1056,"621301.01529988 5304459.68162518 0.0,621304.921273199 5304469.21468795 0.0,"
1057,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
1058,"621277.51610473 5304447.50207424 0.0,621285.213183346 5304449.96535961 0.0,"
1059,"621254.977856131 5304440.84661805 0.0,621277.51610473 5304447.50207424 0.0,"
1060,"621228.382678888 5304441.09979869 0.0,621254.977856131 5304440.84661805 0.0,"
1061,"621224.336850288 5304441.07044198 0.0,621228.382678888 5304441.09979869 0.0,"
1062,"621223.184338019 5304441.10183712 0.0,621224.336850288 5304441.07044198 0.0,"
1063,"621200.650762689 5304445.26529745 0.0,621223.184338019 5304441.10183712 0.0,"
1064,"621200.650762689 5304445.26529745 0.0,621200.480660353 5304436.62241036 0.0,"
1065,"621200.650762689 5304445.26529745 0.0,621200.480660353 5304436.62241036 0.0,"
1066,"621190.905833636 5304449.85294061 0.0,621200.650762689 5304445.26529745 0.0,"
1067,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
1068,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
1069,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
1070,"621179.875225694 5304482.91112438 0.0,621067.476331428 5304483.47728413 0.0,"
1071,"621067.476331428 5304483.47728413 0.0,621053.069696984 5304531.33072596 0.0,"
1072,"621053.069696984 5304531.33072596 0.0,621038.294645224 5304567.15704987 0.0,"
1073,"621038.294645224 5304567.15704987 0.0,621024.64352252 5304591.12096947 0.0,"
1074,"621024.64352252 5304591.12096947 0.0,621017.235812806 5304601.26169438 0.0,"
1075,"621017.235812806 5304601.26169438 0.0,620973.728099895 5304662.31491282 0.0,"
1076,"620973.728099895 5304662.31491282 0.0,620939.146688633 5304712.1697744 0.0,"
1077,"620939.146688633 5304712.1697744 0.0,620929.736020448 5304726.1824583 0.0,"
1078,"620929.736020448 5304726.1824583 0.0,620881.311846784 5304788.52317596 0.0,"
1079,"620881.311846784 5304788.52317596 0.0,620809.264542528 5304917.23825113 0.0,"
1080,"620809.264542528 5304917.23825113 0.0,620543.850954836 5305370.7062187 0.0,"
1081,"620543.850954836 5305370.7062187 0.0,620477.222669047 5305601.25278026 0.0,"
1082,"620477.222669047 5305601.25278026 0.0,620462.227534759 5305650.41834566 0.0,"
1083,"620462.227534759 5305650.41834566 0.0,620456.251843317 5306117.96080241 0.0,"
1084,"620456.251843317 5306117.96080241 0.0,620440.085478652 5306244.07733915 0.0,"
1085,"620440.085478652 5306244.07733915 0.0,620429.84516116 5306301.59235992 0.0,"
1086,"620429.84516116 5306301.59235992 0.0,620440.285914843 5306308.62610176 0.0,620442.576218468 5306318.90319646 0.0,"
1087,"620442.576218468 5306318.90319646 0.0,620433.308600399 5306331.25175013 0.0,620423.80022029 5306332.20965111 0.0,"
1088,"620423.80022029 5306332.20965111 0.0,620392.170834621 5306445.87300412 0.0,"
1089,"620392.170834621 5306445.87300412 0.0,620318.340689108 5306639.63443624 0.0,"
1090,"621251.074902215 5304458.58810952 0.0,621229.507345543 5304458.78008954 0.0,"
1091,"621229.507345543 5304458.78008954 0.0,621224.931882585 5304458.68401676 0.0,"
1092,"621224.931882585 5304458.68401676 0.0,621222.607236576 5304458.61296902 0.0,"
1093,"621222.607236576 5304458.61296902 0.0,621201.278943246 5304451.327118 0.0,"
1094,"621201.278943246 5304451.327118 0.0,621190.905833636 5304449.85294061 0.0,"
1095,"621190.905833636 5304449.85294061 0.0,621177.391909946 5304452.98275961 0.0,"
1096,"621177.391909946 5304452.98275961 0.0,621179.948477492 5304472.29419811 0.0,"
1097,"621179.948477492 5304472.29419811 0.0,621179.875225694 5304482.91112438 0.0,"
1098,"621179.875225694 5304482.91112438 0.0,621067.476331428 5304483.47728413 0.0,"
1099,"621067.476331428 5304483.47728413 0.0,621053.069696984 5304531.33072596 0.0,"
1100,"621053.069696984 5304531.33072596 0.0,621038.294645224 5304567.15704987 0.0,"
1101,"621038.294645224 5304567.15704987 0.0,621024.64352252 5304591.12096947 0.0,"
1102,"621024.64352252 5304591.12096947 0.0,621017.235812806 5304601.26169438 0.0,"
1103,"621017.235812806 5304601.26169438 0.0,620973.728099895 5304662.31491282 0.0,"
1104,"620973.728099895 5304662.31491282 0.0,620939.146688633 5304712.1697744 0.0,"
1105,"620939.146688633 5304712.1697744 0.0,620929.736020448 5304726.1824583 0.0,"
1106,"620929.736020448 5304726.1824583 0.0,620881.311846784 5304788.52317596 0.0,"
1107,"620881.311846784 5304788.52317596 0.0,620809.264542528 5304917.23825113 0.0,"
1108,"620809.264542528 5304917.23825113 0.0,620543.850954836 5305370.7062187 0.0,"
1109,"620543.850954836 5305370.7062187 0.0,620477.222669047 5305601.25278026 0.0,"
1110,"620477.222669047 5305601.25278026 0.0,620462.227534759 5305650.41834566 0.0,"
1111,"620462.227534759 5305650.41834566 0.0,620456.251843317 5306117.96080241 0.0,"
1112,"620456.251843317 5306117.96080241 0.0,620440.085478652 5306244.07733915 0.0,"
1113,"620440.085478652 5306244.07733915 0.0,620429.84516116 5306301.59235992 0.0,"
1114,"620429.84516116 5306301.59235992 0.0,620440.285914843 5306308.62610176 0.0,620442.576218468 5306318.90319646 0.0,"
1115,"620442.576218468 5306318.90319646 0.0,620433.308600399 5306331.25175013 0.0,620423.80022029 5306332.20965111 0.0,"
1116,"620423.80022029 5306332.20965111 0.0,620392.170834621 5306445.87300412 0.0,"
1117,"620392.170834621 5306445.87300412 0.0,620318.340689108 5306639.63443624 0.0,"
1118,"620392.170834621 5306445.87300412 0.0,620318.340689108 5306639.63443624 0.0,"
1119,"620423.80022029 5306332.20965111 0.0,620392.170834621 5306445.87300412 0.0,"
1120,"620423.80022029 5306332.20965111 0.0,620412.215762832 5306321.93874027 0.0,620415.194657837 5306306.74592707 0.0,620429.84516116 5306301.59235992 0.0,"
1121,"620440.085478652 5306244.07733915 0.0,620429.84516116 5306301.59235992 0.0,"
1122,"620456.251843317 5306117.96080241 0.0,620440.085478652 5306244.07733915 0.0,"
1123,"620462.227534759 5305650.41834566 0.0,620456.251843317 5306117.96080241 0.0,"
1124,"620477.222669047 5305601.25278026 0.0,620462.227534759 5305650.41834566 0.0,"
1125,"620543.850954836 5305370.7062187 0.0,620477.222669047 5305601.25278026 0.0,"
1126,"620809.264542528 5304917.23825113 0.0,620543.850954836 5305370.7062187 0.0,"
1127,"620881.311846784 5304788.52317596 0.0,620809.264542528 5304917.23825113 0.0,"
1128,"620929.736020448 5304726.1824583 0.0,620881.311846784 5304788.52317596 0.0,"
1129,"620939.146688633 5304712.1697744 0.0,620929.736020448 5304726.1824583 0.0,"
1130,"620973.728099895 5304662.31491282 0.0,620939.146688633 5304712.1697744 0.0,"
1131,"621017.235812806 5304601.26169438 0.0,620973.728099895 5304662.31491282 0.0,"
1132,"621024.64352252 5304591.12096947 0.0,621017.235812806 5304601.26169438 0.0,"
1133,"621038.294645224 5304567.15704987 0.0,621024.64352252 5304591.12096947 0.0,"
1134,"621053.069696984 5304531.33072596 0.0,621038.294645224 5304567.15704987 0.0,"
1135,"621067.476331428 5304483.47728413 0.0,621053.069696984 5304531.33072596 0.0,"
1136,"621067.971761649 5304476.97205524 0.0,621067.476331428 5304483.47728413 0.0,"
1137,"621067.971761649 5304476.97205524 0.0,621179.948477492 5304472.29419811 0.0,"
1138,"621179.948477492 5304472.29419811 0.0,621204.823764518 5304473.08321793 0.0,"
1139,"621204.823764518 5304473.08321793 0.0,621283.344579633 5304465.57028157 0.0,"
1140,"621283.344579633 5304465.57028157 0.0,621301.01529988 5304459.68162518 0.0,"
1141,"621285.213183346 5304449.96535961 0.0,621301.01529988 5304459.68162518 0.0,"
1142,"621254.96184368 5304458.34729687 0.0,621285.213183346 5304449.96535961 0.0,"
1143,"621254.96184368 5304458.34729687 0.0,621251.074902215 5304458.58810952 0.0,"
1144,"620768.022848317 5304099.28945109 0.0,620756.158058499 5304099.36374962 0.0,"
1145,"620809.264542528 5304917.23825113 0.0,620884.287704359 5305037.49087814 0.0,620882.457412081 5305049.89448516 0.0,"
1146,"620882.457412081 5305049.89448516 0.0,620934.628443426 5305211.63175652 0.0,620875.159478735 5305703.66082401 0.0,"
1147,"621133.722639298 5305725.07101029 0.0,621159.511744583 5305791.42474361 0.0,621221.001370977 5305815.65417804 0.0,"
1148,"621133.722639298 5305725.07101029 0.0,621128.890079299 5305725.15859905 0.0,"
1149,"621128.890079299 5305725.15859905 0.0,621095.25325749 5305719.51594316 0.0,621073.283065133 5305707.40245762 0.0,620942.080484415 5305704.67369013 0.0,"
1150,"620942.080484415 5305704.67369013 0.0,620918.402497302 5305704.09970542 0.0,"
1151,"620918.402497302 5305704.09970542 0.0,620887.46059352 5305703.66274688 0.0,"
1152,"620880.360189181 5305703.84758505 0.0,620887.46059352 5305703.66274688 0.0,"
1153,"620875.159478735 5305703.66082401 0.0,620880.360189181 5305703.84758505 0.0,"
1154,"621683.667993804 5306091.19901807 0.0,621663.127222237 5306079.85828807 0.0,"
1155,"621638.253384616 5306065.84671616 0.0,621663.127222237 5306079.85828807 0.0,"
1156,"621631.775159189 5306061.71848811 0.0,621638.253384616 5306065.84671616 0.0,"
1157,"621623.297464866 5306055.60232263 0.0,621631.775159189 5306061.71848811 0.0,"
1158,"621616.764129744 5306050.89476946 0.0,621623.297464866 5306055.60232263 0.0,"
1159,"621518.439152649 5305984.64528254 0.0,621616.764129744 5306050.89476946 0.0,"
1160,"621221.001370977 5305815.65417804 0.0,621518.439152649 5305984.64528254 0.0,"
1161,"621814.673003048 5306132.30097065 0.0,621852.575642931 5306159.58642861 0.0,"
1162,"621814.673003048 5306132.30097065 0.0,621695.485105005 5306097.45241545 0.0,"
1163,"621695.485105005 5306097.45241545 0.0,621683.667993804 5306091.19901807 0.0,"
1164,"620483.093897748 5305603.35448832 0.0,620477.222669047 5305601.25278026 0.0,"
1165,"620543.850954836 5305370.7062187 0.0,620477.222669047 5305601.25278026 0.0,"
1166,"620809.264542528 5304917.23825113 0.0,620543.850954836 5305370.7062187 0.0,"
1167,"622210.804820389 5304174.01065004 0.0,622401.615381034 5304673.77746136 0.0,"
1168,"622401.615381034 5304673.77746136 0.0,622458.361420208 5304688.57930543 0.0,"
1169,"622458.361420208 5304688.57930543 0.0,622474.043621004 5304690.43527002 0.0,"
1170,"622474.043621004 5304690.43527002 0.0,622512.446797184 5304681.77680205 0.0,"
1171,"620445.222310332 5306336.49276567 0.0,619837.641485629 5308055.75622994 0.0,619840.540889252 5308060.83105134 0.0,"
1172,"620448.70019446 5306328.20403347 0.0,620445.222310332 5306336.49276567 0.0,"
1173,"620451.039501269 5306308.19456575 0.0,620448.70019446 5306328.20403347 0.0,"
1174,"620450.747657474 5306303.90773861 0.0,620451.039501269 5306308.19456575 0.0,"
1175,"620483.093897748 5305603.35448832 0.0,620450.747657474 5306303.90773861 0.0,"
1176,"621242.266979714 5304195.57666009 0.0,621061.916492342 5304125.09077853 0.0,"
1177,"621290.039385658 5304046.80960383 0.0,621266.496184914 5304123.90216406 0.0,"
1178,"621266.496184914 5304123.90216406 0.0,621242.266979714 5304195.57666009 0.0,"
1179,"621242.266979714 5304195.57666009 0.0,621326.722748617 5304221.90104729 0.0,"
1180,"621255.446598113 5304033.86349792 0.0,621290.039385658 5304046.80960383 0.0,"
1181,"621219.684044545 5304022.11611647 0.0,621255.446598113 5304033.86349792 0.0,"
1182,"621135.71126123 5303973.32135537 0.0,621219.684044545 5304022.11611647 0.0,"
1183,"621236.549569867 5303742.17629647 0.0,621126.180712339 5303955.88729356 0.0,621135.71126123 5303973.32135537 0.0,"
1184,"620929.736020448 5304726.1824583 0.0,620881.311846784 5304788.52317596 0.0,"
1185,"620881.311846784 5304788.52317596 0.0,620809.264542528 5304917.23825113 0.0,"
1186,"620939.146688633 5304712.1697744 0.0,620929.736020448 5304726.1824583 0.0,"
1187,"620893.649195872 5304430.43398716 0.0,620878.930188691 5304404.31909331 0.0,"
1188,"620893.649195872 5304430.43398716 0.0,620893.991622828 5304435.15552372 0.0,"
1189,"620893.991622828 5304435.15552372 0.0,620894.211519344 5304438.58471514 0.0,"
1190,"620894.211519344 5304438.58471514 0.0,620863.702323124 5304441.09256224 0.0,"
1191,"620911.73371759 5304672.25726457 0.0,620863.702323124 5304441.09256224 0.0,"
1192,"620911.73371759 5304672.25726457 0.0,620920.719211012 5304698.54127771 0.0,620939.146688633 5304712.1697744 0.0,"
1193,"620924.584656491 5304719.67012503 0.0,620911.73371759 5304672.25726457 0.0,"
1194,"620929.736020448 5304726.1824583 0.0,620924.584656491 5304719.67012503 0.0,"
1195,"620752.668703851 5304428.57329702 0.0,620772.051964239 5304237.09086523 0.0,620725.412244117 5304156.03809182 0.0,"
1196,"620752.668703851 5304428.57329702 0.0,620763.777025496 5304426.37062585 0.0,620771.368814622 5304434.23474192 0.0,620771.610233871 5304439.49897478 0.0,"
1197,"620771.610233871 5304439.49897478 0.0,620765.447625723 5304447.69803208 0.0,620762.802307079 5304448.65450852 0.0,"
